0, 121997, 763, 761, 761
0, 121999, 762, 762, 762
0, 122001, 763, 761, 761
0, 122003, 762, 761, 761
0, 122005, 763, 761, 761
0, 122006, 764, 761, 761
0, 122008, 763, 761, 761
0, 122010, 763, 761, 761
0, 122012, 763, 761, 761
0, 122014, 762, 761, 761
0, 122015, 763, 761, 761
0, 122017, 763, 760, 760
0, 122019, 762, 760, 760
0, 122021, 763, 761, 761
0, 122023, 762, 761, 761
0, 122025, 763, 761, 761
0, 122026, 763, 760, 760
0, 122028, 763, 761, 761
0, 122030, 763, 760, 760
0, 122032, 763, 761, 761
0, 122034, 762, 761, 761
0, 122035, 763, 761, 761
0, 122037, 763, 760, 760
0, 122039, 760, 761, 761
0, 122041, 763, 761, 761
0, 122043, 763, 762, 762
0, 122045, 763, 761, 761
0, 122046, 763, 761, 761
0, 122048, 763, 761, 761
0, 122050, 763, 761, 761
0, 122052, 761, 761, 761
0, 122054, 762, 761, 761
0, 122056, 763, 760, 760
0, 122057, 763, 761, 761
0, 122059, 763, 761, 761
0, 122061, 763, 761, 761
0, 122063, 762, 761, 761
0, 122065, 763, 760, 760
0, 122066, 763, 762, 762
0, 122068, 764, 760, 760
0, 122070, 762, 761, 761
0, 122072, 763, 760, 760
0, 122074, 763, 761, 761
0, 122076, 762, 761, 761
0, 122077, 762, 761, 761
0, 122079, 763, 761, 761
0, 122081, 763, 761, 761
0, 122083, 762, 761, 761
0, 122085, 762, 761, 761
0, 122086, 762, 760, 760
0, 122088, 763, 761, 761
0, 122090, 763, 761, 761
0, 122092, 763, 761, 761
0, 122094, 764, 761, 761
0, 122096, 762, 763, 763
0, 122097, 763, 762, 762
0, 122099, 763, 761, 761
0, 122101, 763, 761, 761
0, 122103, 763, 763, 763
0, 122105, 763, 760, 760
0, 122106, 763, 760, 760
0, 122108, 762, 761, 761
0, 122110, 763, 760, 760
0, 122112, 762, 761, 761
0, 122114, 763, 761, 761
0, 122116, 762, 761, 761
0, 122117, 763, 762, 762
0, 122119, 763, 761, 761
0, 122121, 762, 761, 761
0, 122123, 762, 761, 761
0, 122125, 763, 761, 761
0, 122126, 763, 762, 762
0, 122128, 763, 761, 761
0, 122130, 763, 761, 761
0, 122132, 762, 763, 763
0, 122134, 763, 761, 761
0, 122136, 762, 763, 763
0, 122137, 763, 760, 760
0, 122139, 763, 760, 760
0, 122141, 762, 761, 761
0, 122143, 763, 765, 765
0, 122145, 762, 761, 761
0, 122147, 764, 761, 761
0, 122148, 763, 761, 761
0, 122150, 762, 761, 761
0, 122152, 762, 761, 761
0, 122154, 763, 760, 760
0, 122156, 762, 762, 762
0, 122157, 762, 761, 761
0, 122159, 762, 761, 761
0, 122161, 761, 760, 760
0, 122163, 763, 762, 762
0, 122165, 763, 763, 763
0, 122167, 763, 761, 761
0, 122168, 762, 761, 761
0, 122170, 763, 761, 761
0, 122172, 763, 761, 761
0, 122174, 763, 760, 760
0, 122176, 764, 761, 761
0, 122177, 763, 761, 761
0, 122179, 763, 761, 761
0, 122181, 763, 761, 761
0, 122183, 763, 761, 761
0, 122185, 763, 761, 761
0, 122187, 762, 761, 761
0, 122188, 762, 761, 761
0, 122190, 763, 760, 760
0, 122192, 763, 761, 761
0, 122194, 763, 761, 761
0, 122196, 763, 762, 762
0, 122197, 763, 759, 759
0, 122199, 763, 762, 762
0, 122201, 763, 761, 761
0, 122203, 763, 761, 761
0, 122205, 763, 766, 766
0, 122207, 763, 759, 759
0, 122208, 763, 761, 761
0, 122210, 762, 761, 761
0, 122212, 763, 761, 761
0, 122214, 763, 763, 763
0, 122216, 763, 761, 761
0, 122217, 763, 758, 758
0, 122219, 762, 761, 761
0, 122221, 763, 760, 760
0, 122223, 762, 762, 762
0, 122225, 763, 761, 761
0, 122227, 762, 761, 761
0, 122228, 763, 760, 760
0, 122230, 763, 761, 761
0, 122232, 762, 761, 761
0, 122234, 762, 761, 761
0, 122236, 762, 761, 761
0, 122238, 763, 761, 761
0, 122239, 762, 761, 761
0, 122241, 762, 761, 761
0, 122243, 763, 761, 761
0, 122245, 763, 762, 762
0, 122247, 763, 760, 760
0, 122249, 763, 763, 763
0, 122250, 762, 760, 760
0, 122252, 763, 761, 761
0, 122254, 763, 760, 760
0, 122256, 763, 761, 761
0, 122258, 762, 759, 759
0, 122259, 763, 760, 760
0, 122261, 762, 761, 761
0, 122263, 763, 761, 761
0, 122265, 761, 760, 760
0, 122267, 760, 761, 761
0, 122269, 762, 760, 760
0, 122270, 763, 761, 761
0, 122272, 762, 760, 760
0, 122274, 762, 756, 756
0, 122276, 763, 761, 761
0, 122278, 762, 762, 762
0, 122279, 764, 762, 762
0, 122281, 763, 761, 761
0, 122283, 762, 761, 761
0, 122285, 762, 761, 761
0, 122287, 763, 761, 761
0, 122289, 763, 761, 761
0, 122290, 763, 761, 761
0, 122292, 762, 761, 761
0, 122294, 763, 760, 760
0, 122296, 763, 761, 761
0, 122298, 762, 761, 761
0, 122299, 763, 761, 761
0, 122301, 763, 761, 761
0, 122303, 763, 760, 760
0, 122305, 763, 760, 760
0, 122307, 763, 761, 761
0, 122309, 763, 758, 758
0, 122310, 762, 761, 761
0, 122312, 763, 761, 761
0, 122314, 762, 760, 760
0, 122316, 763, 760, 760
0, 122318, 763, 761, 761
0, 122319, 763, 760, 760
0, 122321, 763, 760, 760
0, 122323, 763, 761, 761
0, 122325, 762, 760, 760
0, 122327, 763, 761, 761
0, 122329, 763, 761, 761
0, 122330, 762, 761, 761
0, 122332, 763, 761, 761
0, 122334, 763, 761, 761
0, 122336, 763, 763, 763
0, 122338, 763, 761, 761
0, 122340, 764, 761, 761
0, 122341, 763, 761, 761
0, 122343, 763, 761, 761
0, 122345, 762, 761, 761
0, 122347, 763, 760, 760
0, 122349, 763, 761, 761
0, 122350, 761, 761, 761
0, 122352, 763, 762, 762
0, 122354, 762, 761, 761
0, 122356, 762, 760, 760
0, 122358, 763, 761, 761
0, 122360, 762, 761, 761
0, 122361, 763, 760, 760
0, 122363, 763, 761, 761
0, 122365, 763, 761, 761
0, 122367, 762, 761, 761
0, 122369, 763, 761, 761
0, 122370, 763, 761, 761
0, 122372, 763, 761, 761
0, 122374, 761, 760, 760
0, 122376, 762, 762, 762
0, 122378, 763, 761, 761
0, 122380, 762, 761, 761
0, 122381, 763, 761, 761
0, 122383, 764, 762, 762
0, 122385, 763, 760, 760
0, 122387, 763, 761, 761
0, 122389, 762, 760, 760
